,user,location,created_at,text,favorite_count,id_str,truncated,is_quote_status,retweet_count,entities,favorited,retweeted,date,time,time_bins,tags_in_text,hashtags_in_text
916,HeadStart_ST,"Middlesbrough, England",2021-01-12 12:37:37,"Throwback to #WorldMentalHealthDay 2018. 

Every child and young person in our area is able to sit down with a memb… https://t.co/o3xo1o24wL",0,1348972399321116672,True,False,1,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [13, 34]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/o3xo1o24wL', 'expanded_url': 'https://twitter.com/i/web/status/1348972399321116674', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,12,12,7-12,, #WorldMentalHealthDay 
917,AnxietyPath,"New York, USA",2021-01-12 12:27:16,"RT @ZenZone_uk: It's OK to not be OK.

For relaxing music, find your Zen at https://t.co/3K27kL4tXP

#WMHD2020 #WorldMentalHealthDay #medit…",0,1348969794008207360,False,False,9,"{'hashtags': [{'text': 'WMHD2020', 'indices': [101, 110]}, {'text': 'WorldMentalHealthDay', 'indices': [111, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ZenZone_uk', 'name': 'ZenZone', 'id': 1183368098608504832, 'id_str': '1183368098608504832', 'indices': [3, 14]}], 'urls': [{'url': 'https://t.co/3K27kL4tXP', 'expanded_url': 'http://ZenZoned.com', 'display_url': 'ZenZoned.com', 'indices': [76, 99]}]}",False,False,12,12,7-12,@ZenZone_uk," #WMHD2020 ,  #WorldMentalHealthDay ,  #medit… "
918,Fatbob59,"Sheerness, England",2021-01-12 09:58:11,"RT @Porchlight1974: We're all dealing with what's happening right now in different ways. 

If you're struggling emotionally, Live Well Kent…",0,1348932275468169216,False,False,7,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Porchlight1974', 'name': 'Porchlight', 'id': 221699794, 'id_str': '221699794', 'indices': [3, 18]}], 'urls': []}",False,False,12,9,7-12,@Porchlight1974,
919,MZMINA112,Valley Girl San Fernando Valle,2021-01-12 06:24:57,"RT @A_AMilne: ""My father felt deeply but kept his feelings to himself. Or rather, being a writer, he let them escape in his writing. Even t…",0,1348878615354638336,False,False,1914,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'A_AMilne', 'name': 'A.A.Milne', 'id': 1005435280948715525, 'id_str': '1005435280948715525', 'indices': [3, 12]}], 'urls': []}",False,False,12,6,0-6,@A_AMilne,
920,CTogetic,Unknown,2021-01-12 05:55:30,"RT @ZestyDoesThings: It's #WorldMentalHealthDay. Here's a reminder to be kind to others, to not be afraid to seek help and that mental illn…",0,1348871204615188480,False,False,185,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [26, 47]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ZestyDoesThings', 'name': 'Toby Allen', 'id': 630525721, 'id_str': '630525721', 'indices': [3, 19]}], 'urls': []}",False,False,12,5,0-6,@ZestyDoesThings, #WorldMentalHealthDay. 
921,kattar_zone,Unknown,2021-01-12 05:42:49,"RT @htcity: .@TheRashamiDesai on #WorldMentalHealthDay: Ditch the virtual world, keep it real, seek love and happiness within you
Story By:…",0,1348868013252956160,False,False,300,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [33, 54]}], 'symbols': [], 'user_mentions': [{'screen_name': 'htcity', 'name': 'HT City', 'id': 125582800, 'id_str': '125582800', 'indices': [3, 10]}, {'screen_name': 'TheRashamiDesai', 'name': 'Rashami Desai', 'id': 720009812, 'id_str': '720009812', 'indices': [13, 29]}], 'urls': []}",False,False,12,5,0-6,"@htcity, @TheRashamiDesai", #WorldMentalHealthDay 
922,Balak78075,"Himachal Pradesh, India",2021-01-12 03:57:56,"RT @its_Nancy_: True way of Worship given by Supreme Saint Rampal Ji Maharaj Ji gives a devotee the Shelter of the Supreme God Kabir, who n…",0,1348841618284007424,False,False,7,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'its_Nancy_', 'name': 'Nancy', 'id': 1251689453698998274, 'id_str': '1251689453698998274', 'indices': [3, 14]}], 'urls': []}",False,False,12,3,0-6,@its_Nancy_,
923,BillJoh52033770,"Airdrie, Alberta",2021-01-12 02:28:05,RT @mitchell19britt: #WorldMentalHealthDay🌻 a reminder to anyone who needs it YOU ARE ENOUGH N YOU ARE LOVED💛 If ur friends are off check u…,0,1348819004870119424,False,False,1,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [21, 42]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mitchell19britt', 'name': 'Brittany Mitchell', 'id': 949059951430955008, 'id_str': '949059951430955008', 'indices': [3, 19]}], 'urls': []}",False,False,12,2,0-6,@mitchell19britt, #WorldMentalHealthDay🌻 
924,junairaaaaa_,neo city,2021-01-12 02:17:08,"RT @jaemworks: mini nomin au 

in which jaemin is not okay, and jeno tries to help him from across the world 

#WorldMentalHealthDay https:…",0,1348816251791937536,False,False,24,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [111, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jaemworks', 'name': 'steph ⌀ nomin aus', 'id': 1087006487795232768, 'id_str': '1087006487795232768', 'indices': [3, 13]}], 'urls': []}",False,False,12,2,0-6,@jaemworks, #WorldMentalHealthDay 
925,bongals2003r,Unknown,2021-01-11 21:21:17,RT @alialzanaty1: @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in the f…,0,1348741796734652416,False,False,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'alialzanaty1', 'name': 'Ali Alzanati', 'id': 1221856187660099588, 'id_str': '1221856187660099588', 'indices': [3, 16]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [18, 27]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [28, 37]}], 'urls': []}",False,False,11,21,19-23,"@alialzanaty1, @DrTedros, @DrTedros",
926,UnknownVisitor,Mechanus,2021-01-11 21:19:25,"RT @erikaishii: I started antidepressants 3 months ago. Yes, me. I seem super happy. Like I have it together, right? I do LOVE my life, but…",12,1348741328386060288,False,False,867,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'erikaishii', 'name': 'Erika Ishii', 'id': 582563196, 'id_str': '582563196', 'indices': [3, 14]}], 'urls': []}",False,False,11,21,19-23,@erikaishii,
927,DespondentNerds,TBD,2021-01-11 20:54:48,RT @NatGeo: It’s important to ask and listen rather than simply assume we know how children feel #WorldMentalHealthDay https://t.co/IStsmb1…,12,1348735130676973568,False,False,456,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [97, 118]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NatGeo', 'name': 'National Geographic', 'id': 17471979, 'id_str': '17471979', 'indices': [3, 10]}], 'urls': []}",False,False,11,20,19-23,@NatGeo, #WorldMentalHealthDay 
928,MrsChapman76,United Kingdom,2021-01-11 18:53:13,RT @eveswellprimary: Year 5 looking at their future aspirations for World Mental Health Day. Some fantastic work! Da iawn Blwyddyn 5! #Worl…,0,1348704534202347520,False,False,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'eveswellprimary', 'name': 'Eveswell Primary', 'id': 1372889196, 'id_str': '1372889196', 'indices': [3, 19]}], 'urls': []}",False,False,11,18,13-18,@eveswellprimary, #Worl… 
929,StevenMcleish,"Kilmarnock, Glasgow ",2021-01-11 18:02:58,"RT @Robijn46: Nice spoken. So reconnaissable, stay strong you can overcome Anxiety.  #WorldMentalHealthDay",0,1348691889986424832,False,True,1,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [85, 106]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Robijn46', 'name': 'CoraH', 'id': 1285925536162877440, 'id_str': '1285925536162877440', 'indices': [3, 12]}], 'urls': []}",False,False,11,18,13-18,@Robijn46, #WorldMentalHealthDay 
930,StevenMcleish,"Kilmarnock, Glasgow ",2021-01-11 17:59:26,"RT @BBCScotlandNews: ""Sun with no shine, moon with no light, this is what I feel like depression is like""

#WorldMentalHealthDay @1Mcleish…",0,1348691001800581120,False,False,7,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [107, 128]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BBCScotlandNews', 'name': 'BBC Scotland News', 'id': 15687507, 'id_str': '15687507', 'indices': [3, 19]}], 'urls': []}",False,False,11,17,13-18,"@BBCScotlandNews, @1Mcleish…", #WorldMentalHealthDay 
931,alialzanaty1,Unknown,2021-01-11 17:44:03,@UN_Women Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in the first… https://t.co/RW4aet4i8H,0,1348687130411872256,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/RW4aet4i8H', 'expanded_url': 'https://twitter.com/i/web/status/1348687130411872259', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,@UN_Women,
932,alialzanaty1,Unknown,2021-01-11 17:43:19,@UN_Women @Malala Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in t… https://t.co/oQ6q60K9yk,0,1348686943383642112,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}, {'screen_name': 'Malala', 'name': 'Malala', 'id': 937499232, 'id_str': '937499232', 'indices': [10, 17]}], 'urls': [{'url': 'https://t.co/oQ6q60K9yk', 'expanded_url': 'https://twitter.com/i/web/status/1348686943383642117', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@UN_Women, @Malala",
933,alialzanaty1,Unknown,2021-01-11 17:42:49,@UN_Women @shondarhimes Our prayers for all medical and auxiliary medical teams all over the world. These heroes ar… https://t.co/gQme0MIl5g,0,1348686819609731072,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}, {'screen_name': 'shondarhimes', 'name': 'shonda rhimes', 'id': 17565514, 'id_str': '17565514', 'indices': [10, 23]}], 'urls': [{'url': 'https://t.co/gQme0MIl5g', 'expanded_url': 'https://twitter.com/i/web/status/1348686819609731072', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@UN_Women, @shondarhimes",
934,alialzanaty1,Unknown,2021-01-11 17:42:36,@UN_Women Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in the first… https://t.co/V4iSIfRETt,0,1348686763192147968,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/V4iSIfRETt', 'expanded_url': 'https://twitter.com/i/web/status/1348686763192147968', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,@UN_Women,
935,alialzanaty1,Unknown,2021-01-11 17:37:27,@HarvardHealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/js2hiYQcha,0,1348685468574093312,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HarvardHealth', 'name': 'Harvard Health', 'id': 22708797, 'id_str': '22708797', 'indices': [0, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/js2hiYQcha', 'expanded_url': 'https://twitter.com/i/web/status/1348685468574093312', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@HarvardHealth, @DrTedros",
936,alialzanaty1,Unknown,2021-01-11 17:36:58,@HarvardHealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/3ucCd5d7Y5,0,1348685346184245248,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HarvardHealth', 'name': 'Harvard Health', 'id': 22708797, 'id_str': '22708797', 'indices': [0, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/3ucCd5d7Y5', 'expanded_url': 'https://twitter.com/i/web/status/1348685346184245248', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@HarvardHealth, @DrTedros",
937,alialzanaty1,Unknown,2021-01-11 17:36:45,@HarvardHealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/xAHekqEdjq,0,1348685291251507200,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HarvardHealth', 'name': 'Harvard Health', 'id': 22708797, 'id_str': '22708797', 'indices': [0, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/xAHekqEdjq', 'expanded_url': 'https://twitter.com/i/web/status/1348685291251507204', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@HarvardHealth, @DrTedros",
938,alialzanaty1,Unknown,2021-01-11 17:36:13,@bbchealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes are i… https://t.co/HF6dIa3ftn,1,1348685155276349440,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bbchealth', 'name': 'BBC Health News', 'id': 621543, 'id_str': '621543', 'indices': [0, 10]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [11, 20]}], 'urls': [{'url': 'https://t.co/HF6dIa3ftn', 'expanded_url': 'https://twitter.com/i/web/status/1348685155276349444', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@bbchealth, @DrTedros",
939,alialzanaty1,Unknown,2021-01-11 17:35:38,@WHO @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/z70eyhLcZp,1,1348685009079697408,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [0, 4]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [5, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/z70eyhLcZp', 'expanded_url': 'https://twitter.com/i/web/status/1348685009079697409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@WHO, @DrTedros, @DrTedros",
940,alialzanaty1,Unknown,2021-01-11 17:35:18,@WHO @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/mG2CvzpWjV,0,1348684927060103168,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [0, 4]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [5, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/mG2CvzpWjV', 'expanded_url': 'https://twitter.com/i/web/status/1348684927060103178', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@WHO, @DrTedros, @DrTedros",
941,alialzanaty1,Unknown,2021-01-11 17:35:04,@WHO @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/j9NF9wdHYJ,0,1348684868780175360,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [0, 4]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [5, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/j9NF9wdHYJ', 'expanded_url': 'https://twitter.com/i/web/status/1348684868780175360', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@WHO, @DrTedros, @DrTedros",
942,alialzanaty1,Unknown,2021-01-11 17:34:06,@WondyAK @DrTedros @vonderleyen @eucopresident @andersen_inger @WWF_DG @ZoonoticDisease @ILRI @PeterASinger… https://t.co/zhVj3mLv3z,0,1348684626345287680,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WondyAK', 'name': 'Wondwosen (Wondy) Asnake Kibret', 'id': 3648323352, 'id_str': '3648323352', 'indices': [0, 8]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}, {'screen_name': 'vonderleyen', 'name': 'Ursula von der Leyen', 'id': 1146329871418843136, 'id_str': '1146329871418843136', 'indices': [19, 31]}, {'screen_name': 'eucopresident', 'name': 'Charles Michel', 'id': 196994616, 'id_str': '196994616', 'indices': [32, 46]}, {'screen_name': 'andersen_inger', 'name': 'Inger Andersen', 'id': 2409488466, 'id_str': '2409488466', 'indices': [47, 62]}, {'screen_name': 'WWF_DG', 'name': 'Marco Lambertini', 'id': 2253805046, 'id_str': '2253805046', 'indices': [63, 70]}, {'screen_name': 'ZoonoticDisease', 'name': 'Zoonoses & EID', 'id': 1263785088, 'id_str': '1263785088', 'indices': [71, 87]}, {'screen_name': 'ILRI', 'name': 'ILRI.org', 'id': 47604914, 'id_str': '47604914', 'indices': [88, 93]}, {'screen_name': 'PeterASinger', 'name': 'Dr. Peter A Singer, OC', 'id': 248568868, 'id_str': '248568868', 'indices': [94, 107]}], 'urls': [{'url': 'https://t.co/zhVj3mLv3z', 'expanded_url': 'https://twitter.com/i/web/status/1348684626345287680', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [109, 132]}]}",False,False,11,17,13-18,"@WondyAK, @DrTedros, @vonderleyen, @eucopresident, @andersen_inger, @WWF_DG, @ZoonoticDisease, @ILRI, @PeterASinger…",
943,alialzanaty1,Unknown,2021-01-11 17:33:44,@SCBriand @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These her… https://t.co/rGUbyprVWg,0,1348684534028632064,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SCBriand', 'name': 'Dr Sylvie Briand', 'id': 902520702678556672, 'id_str': '902520702678556672', 'indices': [0, 9]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [10, 19]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [20, 29]}], 'urls': [{'url': 'https://t.co/rGUbyprVWg', 'expanded_url': 'https://twitter.com/i/web/status/1348684534028632064', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@SCBriand, @DrTedros, @DrTedros",
944,alialzanaty1,Unknown,2021-01-11 17:33:23,@DrTedros @FrankaCadee @world_midwives @UNFPA @WHO @DrTedros Our prayers for all medical and auxiliary medical team… https://t.co/IU1KITUr0Y,0,1348684442227920896,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}, {'screen_name': 'FrankaCadee', 'name': 'ICM President', 'id': 577443338, 'id_str': '577443338', 'indices': [10, 22]}, {'screen_name': 'world_midwives', 'name': 'ICM', 'id': 252614250, 'id_str': '252614250', 'indices': [23, 38]}, {'screen_name': 'UNFPA', 'name': 'UNFPA', 'id': 194643654, 'id_str': '194643654', 'indices': [39, 45]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [46, 50]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [51, 60]}], 'urls': [{'url': 'https://t.co/IU1KITUr0Y', 'expanded_url': 'https://twitter.com/i/web/status/1348684442227920896', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@DrTedros, @FrankaCadee, @world_midwives, @UNFPA, @WHO, @DrTedros",
945,alialzanaty1,Unknown,2021-01-11 17:32:59,@dagiulstein @gavi @DrTedros @DrZweliMkhize @ACTAccelerator @gatesfoundation @WHO @DrTedros Our prayers for all med… https://t.co/jvv07HNMpY,0,1348684341812092928,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dagiulstein', 'name': 'Dag Inge Ulstein', 'id': 1551459979, 'id_str': '1551459979', 'indices': [0, 12]}, {'screen_name': 'gavi', 'name': 'Gavi, the Vaccine Alliance', 'id': 97219875, 'id_str': '97219875', 'indices': [13, 18]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [19, 28]}, {'screen_name': 'DrZweliMkhize', 'name': 'Dr Zweli Mkhize', 'id': 844486678324658176, 'id_str': '844486678324658176', 'indices': [29, 43]}, {'screen_name': 'ACTAccelerator', 'name': 'ACT-Accelerator', 'id': 1316057665949310977, 'id_str': '1316057665949310977', 'indices': [44, 59]}, {'screen_name': 'gatesfoundation', 'name': 'Gates Foundation', 'id': 17899109, 'id_str': '17899109', 'indices': [60, 76]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [77, 81]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [82, 91]}], 'urls': [{'url': 'https://t.co/jvv07HNMpY', 'expanded_url': 'https://twitter.com/i/web/status/1348684341812092928', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@dagiulstein, @gavi, @DrTedros, @DrZweliMkhize, @ACTAccelerator, @gatesfoundation, @WHO, @DrTedros",
946,alialzanaty1,Unknown,2021-01-11 17:32:34,@DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in… https://t.co/hfqpBwPmbe,0,1348684236698619904,True,False,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [10, 19]}], 'urls': [{'url': 'https://t.co/hfqpBwPmbe', 'expanded_url': 'https://twitter.com/i/web/status/1348684236698619904', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@DrTedros, @DrTedros",
947,alialzanaty1,Unknown,2021-01-11 17:31:41,@IMFNews @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in… https://t.co/2ur0EO6vBr,0,1348684016862507008,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IMFNews', 'name': 'IMF', 'id': 25098482, 'id_str': '25098482', 'indices': [0, 8]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}], 'urls': [{'url': 'https://t.co/2ur0EO6vBr', 'expanded_url': 'https://twitter.com/i/web/status/1348684016862507014', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",False,False,11,17,13-18,"@IMFNews, @DrTedros",
948,soulfullgomez,Unknown,2021-01-11 16:35:46,"RT @rarebeauty: Happy World Mental Health Day, friends! 🎉 Come hang with us all day long for our first ever Mental Health Social Summit. To…",0,1348669944024719360,False,False,1415,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rarebeauty', 'name': 'Rare Beauty', 'id': 1222282820153835520, 'id_str': '1222282820153835520', 'indices': [3, 14]}], 'urls': []}",False,False,11,16,13-18,@rarebeauty,
949,Chilhon2016Lap,"Maryland, USA",2021-01-11 16:34:25,RT @GraceVanderWaal: it's #worldmentalhealthday and just think it's a good reminder that no matter what someone's life looks like from the…,0,1348669603208192000,False,False,339,"{'hashtags': [{'text': 'worldmentalhealthday', 'indices': [26, 47]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GraceVanderWaal', 'name': 'Grace VanderWaal', 'id': 706933895502163968, 'id_str': '706933895502163968', 'indices': [3, 19]}], 'urls': []}",False,False,11,16,13-18,@GraceVanderWaal, #worldmentalhealthday 
950,PipMaggie,"North West, England",2021-01-11 16:07:50,RT @lwuksystems: Co-production of local mental health systems means talking to people with lived experience &amp; redesigning support with them…,0,1348662913649795072,False,False,5,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lwuksystems', 'name': 'LivingWellSystems', 'id': 1110644822619181056, 'id_str': '1110644822619181056', 'indices': [3, 15]}], 'urls': []}",False,False,11,16,13-18,@lwuksystems,
951,sminaev2015,Unknown,2021-01-11 16:05:39,"RT @KulikovUNIATF: It's #WorldMentalHealthDay.

DYK: Depression and anxiety alone cost the global economy US$ 1 trillion each year.

On ave…",0,1348662367475929088,False,False,20,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [24, 45]}], 'symbols': [], 'user_mentions': [{'screen_name': 'KulikovUNIATF', 'name': 'Dr Alexey Kulikov', 'id': 737362108397060096, 'id_str': '737362108397060096', 'indices': [3, 17]}], 'urls': []}",False,False,11,16,13-18,@KulikovUNIATF, #WorldMentalHealthDay. 
952,Unanimoustoo,Unknown,2021-01-11 15:57:05,"RT @erikaishii: I started antidepressants 3 months ago. Yes, me. I seem super happy. Like I have it together, right? I do LOVE my life, but…",0,1348660210710192128,False,False,867,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'erikaishii', 'name': 'Erika Ishii', 'id': 582563196, 'id_str': '582563196', 'indices': [3, 14]}], 'urls': []}",False,False,11,15,13-18,@erikaishii,
